City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Makakilo City,21.3469,-158.0858,75.2,78,1,5.75,US,1613798457
Krasnyy Chikoy,50.3643,108.7512,32.47,94,100,3.69,RU,1613798463
Fukuechō,32.6881,128.8419,64.4,59,20,14.97,JP,1613798464
Road Town,18.4167,-64.6167,77.0,86,0,4.0,VG,1613798426
Örnsköldsvik,63.2909,18.7153,32.0,100,90,8.05,SE,1613798464
Kruisfontein,-34.0033,24.7314,69.01,78,81,3.0,ZA,1613798253
Bayan,46.0833,127.4,15.1,93,33,8.52,CN,1613798470
Krasnogorsk,55.8225,37.3181,6.8,85,0,2.24,RU,1613798477
Qaqortoq,60.7167,-46.0333,21.2,73,75,4.61,GL,1613798477
Shenjiamen,29.9576,122.298,58.35,62,0,9.66,CN,1613798483
Samur,41.8253,48.486,35.87,94,100,4.45,RU,1613798486
Rawson,-43.3002,-65.1023,55.35,57,0,8.34,AR,1613798493
Kununurra,-15.7667,128.7333,93.2,33,40,11.5,AU,1613798493
Karpathos,35.507,27.2132,50.0,66,16,4.61,GR,1613798493
Walvis Bay,-22.9575,14.5053,62.01,88,20,9.22,NA,1613798279
Thetford Mines,46.0913,-71.3013,21.0,79,100,3.31,CA,1613798499
Bhubaneswar,20.2333,85.8333,77.0,61,75,8.05,IN,1613798499
Theunissen,-28.411,26.7011,65.17,29,0,5.28,ZA,1613798499
Jinka,5.65,36.65,67.35,70,100,0.65,ET,1613798500
Taltal,-25.4,-70.4833,64.9,74,0,2.84,CL,1613798506
Padang,-0.9492,100.3543,87.8,62,20,6.91,ID,1613798509
Abu Samrah,35.3029,37.1841,37.92,74,51,5.7,SY,1613798512
Batticaloa,7.7102,81.6924,82.49,75,93,10.92,LK,1613798512
Somotillo,13.0433,-86.9064,74.84,57,1,4.09,NI,1613798512
Broken Hill,-31.95,141.4333,98.6,15,75,3.44,AU,1613798512
Sambava,-14.2667,50.1667,81.16,80,100,6.58,MG,1613798516
Meadow Lake,34.8014,-106.5436,35.6,51,1,1.36,US,1613798522
Camaná,-16.6228,-72.7111,68.86,81,17,6.82,PE,1613798528
Khatanga,71.9667,102.5,-26.68,85,65,8.52,RU,1613798535
Tuatapere,-46.1333,167.6833,69.01,65,0,10.0,NZ,1613798541
Marabu,4.4148,114.0089,87.8,66,40,14.97,MY,1613798518
Vanderhoof,54.0166,-124.0198,24.91,92,84,6.51,CA,1613798544
Yulara,-25.2406,130.9889,100.4,19,40,6.91,AU,1613798548
Fare,-16.7,-151.0167,82.04,74,85,14.81,PF,1613798551
Linjiang,41.8069,126.9078,32.79,81,62,4.61,CN,1613798554
Vyshestebliyevskaya,45.1961,37.0181,24.8,80,40,15.66,RU,1613798554
Tura,25.5198,90.2201,83.25,17,18,4.7,IN,1613798555
Vestmannaeyjar,63.4427,-20.2734,38.91,74,99,13.15,IS,1613798555
Salalah,17.0151,54.0924,73.4,40,0,4.61,OM,1613798555
Coahuayana Viejo,18.7333,-103.6833,67.21,85,41,2.53,MX,1613798555
Mitsamiouli,-11.3847,43.2844,78.8,89,90,6.91,KM,1613798555
Saint-François,46.4154,3.9054,48.99,71,0,4.61,FR,1613798556
Zvenigovo,55.9742,48.0181,-7.6,84,0,6.71,RU,1613798559
Waipawa,-41.4122,175.5153,68.0,68,0,20.71,NZ,1613798562
Svetlaya,46.5389,138.3297,26.69,95,100,11.21,RU,1613798566
Ban Dung,17.699,103.2596,82.99,36,0,6.62,TH,1613798569
Upernavik,72.7868,-56.1549,-21.59,86,70,11.07,GL,1613798569
San Jerónimo,-11.9472,-75.2829,47.44,67,60,1.12,PE,1613798569
Dabola,10.75,-11.1167,77.11,62,49,3.58,GN,1613798572
Coquimbo,-29.9533,-71.3436,59.0,88,0,0.78,CL,1613798468
Bandarbeyla,9.4942,50.8122,74.52,66,73,16.8,SO,1613798573
Isla Mujeres,21.2311,-86.731,73.0,88,90,6.91,MX,1613798382
Nuuk,64.1835,-51.7216,10.4,79,75,4.61,GL,1613798573
Merauke,-8.4667,140.3333,86.07,68,100,10.54,ID,1613798573
Hirosaki,40.5931,140.4725,42.01,93,75,17.27,JP,1613798576
Arraial do Cabo,-22.9661,-42.0278,75.85,91,18,6.91,BR,1613798577
Luau,-10.7073,22.2247,64.8,99,99,4.16,AO,1613798580
Astara,38.5,48.6667,37.4,100,40,9.22,AZ,1613798580
Iqaluit,63.7506,-68.5145,-22.0,69,1,9.22,CA,1613798584
Rohnert Park,38.3396,-122.7011,48.2,87,75,5.75,US,1613798504
Bohdan,48.0412,24.3522,28.62,94,93,2.62,UA,1613798585
Chicama,-7.8447,-79.1469,72.01,76,0,5.01,PE,1613798586
Salair,54.2312,85.7972,-4.74,90,98,11.18,RU,1613798586
Laytown,53.6819,-6.2392,46.4,93,40,10.36,IE,1613798587
Coyhaique,-45.5752,-72.0662,51.8,71,75,4.61,CL,1613798587
Puerto Colombia,10.9878,-74.9547,78.8,83,0,3.44,CO,1613798587
Port Hardy,50.6996,-127.4199,41.0,100,75,8.05,CA,1613798587
Grand-Santi,4.25,-54.3833,68.88,95,83,2.51,GF,1613798588
Hobyo,5.3505,48.5268,78.3,67,96,22.41,SO,1613798591
Alofi,-19.0595,-169.9187,80.6,83,43,10.36,NU,1613798415
Nizwá,22.9333,57.5333,74.98,19,23,2.3,OM,1613798595
Laguna,38.421,-121.4238,51.01,81,1,11.5,US,1613798595
Mount Gambier,-37.8333,140.7667,71.6,56,40,13.8,AU,1613798585
Kizilskoye,52.7255,58.8937,-4.79,90,83,10.4,RU,1613798595
High Level,58.5169,-117.136,21.2,73,1,4.61,CA,1613798595
Bambanglipuro,-7.95,110.2833,88.52,60,54,4.92,ID,1613798595
San Buenaventura,27.0833,-101.5333,42.82,61,0,1.01,MX,1613798599
Siocon,7.7061,122.1353,81.77,62,100,14.99,PH,1613798599
San Patricio,28.017,-97.5169,37.4,80,1,5.57,US,1613798599
Elizabeth City,36.2946,-76.2511,35.6,75,1,10.36,US,1613798599
Bambous Virieux,-20.3428,57.7575,84.99,74,40,11.5,MU,1613798600
Ben Gardane,33.1378,11.2197,55.51,40,99,5.17,TN,1613798600
Muskegon,43.3,-86.1334,21.99,93,90,6.91,US,1613798541
Wolgast,54.05,13.7667,35.01,91,100,1.01,DE,1613798600
Sigiriya,7.9518,80.7426,83.62,65,78,7.56,LK,1613798604
Sur,22.5667,59.5289,77.7,26,31,1.41,OM,1613798604
Salym,60.0625,71.4789,-11.2,89,100,5.39,RU,1613798604
Korla,41.7597,86.1469,44.96,51,100,2.55,CN,1613798604
Geraldton,-28.7667,114.6,87.8,35,0,17.27,AU,1613798604
Alta Floresta,-9.8756,-56.0861,71.02,96,100,2.04,BR,1613798608
Reykjavik,64.1355,-21.8954,35.6,51,40,8.05,IS,1613798611
Lüderitz,-26.6481,15.1594,62.28,65,0,16.96,NA,1613798611
West Bay,19.3667,-81.4167,79.0,83,0,1.01,KY,1613798562
Thompson,55.7435,-97.8558,3.2,72,20,6.91,CA,1613798611
Casper,42.8666,-106.3131,28.4,64,75,10.36,US,1613798600
Lavrentiya,65.5833,-171.0,-13.65,86,61,3.29,RU,1613798615
Aklavik,68.2191,-135.0107,-20.2,76,96,3.44,CA,1613798615
Dhenkānāl,20.6667,85.6,77.0,61,75,8.05,IN,1613798619
Arrondissement de Saint-Jean-de-Maurienne,45.1667,6.5833,39.0,76,0,1.99,FR,1613798622
Bodden Town,19.2833,-81.25,79.0,41,22,4.0,KY,1613798622
French Rocks,12.5006,76.6733,71.6,73,40,8.05,IN,1613798622
Yeniseysk,58.4497,92.1703,-4.7,89,100,10.69,RU,1613798625
Rājur,20.1167,78.9167,82.08,32,32,9.84,IN,1613798626
Sinjai,-5.1241,120.253,82.11,72,100,5.64,ID,1613798482
The Valley,18.217,-63.0578,77.0,73,40,10.36,AI,1613798629
Samarai,-10.6167,150.6667,86.16,68,33,0.96,PG,1613798629
Wajir,1.7471,40.0573,77.0,69,0,11.14,KE,1613798629
Sunrise Manor,36.2111,-115.0731,52.0,22,1,5.75,US,1613798629
Chester,40.1254,-75.8749,28.99,80,90,16.11,US,1613798629
Paamiut,61.994,-49.6678,7.79,89,48,11.05,GL,1613798629
Kontagora,10.3999,5.4695,64.62,24,49,8.3,NG,1613798630
La Ronge,55.1001,-105.2842,15.8,67,100,6.91,CA,1613798633
Praia da Vitória,38.7333,-27.0667,48.99,76,40,18.84,PT,1613798530
Margate,51.3813,1.3862,53.01,75,68,5.99,GB,1613798633
Forssa,60.8146,23.6215,21.0,92,100,3.0,FI,1613798636
St. George's,12.0564,-61.7485,77.0,78,20,14.97,GD,1613798639
Qui Nhon,13.7667,109.2333,73.58,71,91,17.05,VN,1613798640
Maragogi,-9.0122,-35.2225,76.46,86,62,7.05,BR,1613798643
Usinsk,65.9939,57.5281,-25.19,85,75,6.33,RU,1613798644
Portland,45.5234,-122.6762,43.0,81,90,8.05,US,1613798035
Olafsvik,64.8945,-23.7142,36.19,83,100,20.13,IS,1613798647
Cedar City,37.6775,-113.0619,37.4,32,1,20.71,US,1613798647
Sisimiut,66.9395,-53.6735,-3.8,87,91,8.86,GL,1613798648
Kungurtug,50.5994,97.5228,29.61,93,76,13.47,RU,1613798651
Manoel Urbano,-8.8389,-69.2597,71.78,97,99,1.63,BR,1613798651
Volkach,49.8667,10.2333,39.99,85,96,2.86,DE,1613798654
Log,49.4844,43.8613,13.23,89,93,8.41,RU,1613798654
Phan Thiet,10.9333,108.1,85.28,42,0,17.81,VN,1613798655
Chihuahua,28.5,-106.0,51.53,43,0,2.98,MX,1613798430
Marsá Maţrūḩ,31.3525,27.2453,50.0,76,40,3.44,EG,1613798655
Inuvik,68.3499,-133.7218,-20.2,76,98,3.44,CA,1613798658
Vikhorevka,56.1201,101.1636,8.01,72,90,31.32,RU,1613798662
Kenai,60.5544,-151.2583,5.0,71,1,8.01,US,1613798665
Berlevåg,70.8578,29.0864,13.17,87,3,11.32,NO,1613798665
Hanyang,32.1371,105.5126,53.01,70,0,1.01,CN,1613798668
Chapada dos Guimarães,-15.4606,-55.7497,80.6,69,0,2.3,BR,1613798669
Aripuanã,-9.1667,-60.6333,72.36,99,100,0.98,BR,1613798669
Kushmurun,52.4503,64.6311,-6.65,90,50,14.36,KZ,1613798670
Muzaffarabad,34.37,73.4711,67.75,24,96,1.74,PK,1613798673
Pisco,-13.7,-76.2167,69.8,83,0,5.75,PE,1613798676
Launceston,-41.45,147.1667,80.6,36,90,19.57,AU,1613798676
Lahaina,20.8783,-156.6825,73.4,73,40,12.66,US,1613798676
Nemuro,43.3236,145.575,39.2,81,40,17.27,JP,1613798677
Bereda,43.2686,-7.5406,59.0,72,40,31.07,ES,1613798677
Carnarvon,-24.8667,113.6333,86.0,70,0,14.97,AU,1613798680
Chokurdakh,70.6333,147.9167,-30.66,84,0,3.91,RU,1613798680
Yenagoa,4.9247,6.2642,71.22,77,0,3.69,NG,1613798684
Tigil',57.8,158.6667,14.94,95,98,6.87,RU,1613798684
Ihosy,-22.4,46.1167,76.5,78,30,3.02,MG,1613798681
Northam,51.0333,-4.2167,53.01,94,100,8.99,GB,1613798684
Ahipara,-35.1667,173.1667,69.33,65,8,4.23,NZ,1613798687
Līsakovsk,52.5369,62.4936,-4.54,90,33,12.88,KZ,1613798687
Chauk,20.8833,94.8167,87.6,32,99,5.68,MM,1613798687
Qasigiannguit,68.8193,-51.1922,-4.0,59,100,2.3,GL,1613798688
Ishigaki,24.3448,124.1572,66.2,52,40,6.91,JP,1613798688
Senanga,-16.1167,23.2667,67.24,92,100,9.62,ZM,1613798691
Kavaratti,10.5669,72.642,81.59,60,50,6.64,IN,1613798443
Zima,53.9202,102.0442,18.82,90,100,20.74,RU,1613798691
Ribeira Brava,32.65,-17.0667,60.01,99,100,5.99,PT,1613798691
